Course ID,Course Subject,Course Number,Course Name,Career,Course Description
026512,PHIL,236,Environmental Ethics,UGRD,"This course examines recent developments in ethical theories as they are applied to questions of environmental practices. Topics discussed may include the moral significance of nonhuman nature, duties to respond to climate change, economics and sustainable environmental protection, and environmental justice."
026514,PHIL,241,Philosophy of Human Rights,UGRD,"This course investigates basic philosophical questions regarding human rights, such as their status between morality and law, their scope and the problem of relativism, the concept of human dignity, their relation to democracy, whether national or cosmopolitan, and the debate over the justifiability and feasibility of socio-economic rights as human rights."
026522,PHIL,255,Philosophy of Leisure,UGRD,Prerequisite: 30 university credits. This course is designed primarily for students in Therapeutic Recreation and Leisure Studies. It consists of an examination of various leisure practices from the point of view of philosophical ideals of human fulfillment that include ethical thinking and reflection on some of the effects of global economic practices of consumption.
026523,PHIL,260,Presocratics and Plato,UGRD,This course is a study of ancient Greek philosophy from its beginnings to Plato.
026524,PHIL,261,Aristotle and Hellenistic Philosophy,UGRD,"Prerequisite: PHIL 260, or permission of the Department. This course is an introduction to Aristotle and the main lines of thought in Hellenistic philosophy, including Stoicism, Epicureanism and Scepticism."
026525,PHIL,263,Introduction to Epistemology,UGRD,"An introduction to the basic concepts and problems in epistemology, including belief, knowledge, scepticism, perception, and intentionality."
026526,PHIL,265,Introduction to Metaphysics,UGRD,"This course is an introduction to metaphysics and the attempt to understand a mind-independent reality. This involves distinguishing those aspects of reality that are dependent on the mind from those aspects that are independent of the mind. For example, are colours mind-independent properties? Are there universal values and if so, are they mind-independent? Is there a God, and if so, what must that God be like?"
026527,PHIL,266,Introduction to Philosophy of Religion,UGRD,"This course explores a long philosophical tradition concerned with various issues associated with the idea of God, such as the various proofs for God’s existence, and questions such as: How does the existence of evil affect one’s views about God and the nature of God? What is the status of miracles? What are the varieties of religious experience, what is the nature of religious faith? How is one to understand religious language?"
026531,PHIL,275,From Modern to Postmodern: Philosophical Thought and Cultural Critique,UGRD,"This course focuses on key developments in modern and postmodern philosophy and their cultural influences. The course provides an introduction to philosophers (such as Kant, Nietzsche, and Foucault) and philosophical movements (such as empiricism, existentialism, and post-structuralism) of the modern era. It also introduces students to the tremendous influence that philosophical theory has had on the arts, on social and political movements, and on virtually every field of study in the humanities and social sciences."
026532,PHIL,285,Non-Western Philosophy,UGRD,This course introduces the student to the philosophical traditions of non-Western cultures. The particular focus differs from year to year.
026561,PHIL,318,Philosophy of Biology,UGRD,"Prerequisite: Three credits in Philosophy or permission of the Department. This course examines a variety of philosophical issues in biology. Topics covered may include: fitness, function, units of selection, the nature of species, reductionism, biological explanation of human behaviour and the ethical and epistemological consequences of evolutionary theory."
026574,PHIL,325,PHILOSOPHICAL PSYCHOLOGY,UGRD,"Prerequisite: PHIL 226, or permission of the Department. This course philosophically investigates the psychology of mind and cognition. Example questions: Which model of the mind’s architecture is best? Could all of psychology eventually be reduced to physics? How do sensory-motor systems and the environment shape cognition? How does one ascribe beliefs and desires to others? How well does one know one’s own beliefs?"
026580,PHIL,327,KINDS OF MINDS,UGRD,"Prerequisite: Three credits in Philosophy, or Computer Science, or Psychology, or Biology, or permission of the Department. This course explores human, animal, and artificial minds by combining philosophy, artificial intelligence, and neurobiology. Topics may include: What distinguishes human minds from those of non-human animals? Could robots endowed with human-like sensory systems exhibit mental traits? How do evolution and experience combine to explain the origin of cognition?"
026581,PHIL,328,Intermediate Philosophy of Science,UGRD,"Prerequisite: Three credits in Philosophy or permission of the Department. This course provides an in-depth study of the nature of justification in science, theories of scientific explanation, the rationality of theory change, and debates concerning realism and antirealism."
026584,PHIL,330,Contemporary Ethical Theory,UGRD,"Prerequisite: PHIL 232 or 233 or 234 or 235 or 236 or 241, or permission of the Department. This course provides an examination of contemporary ethical theories such as deontology, utilitarianism, virtue theory, feminist ethics, and narrative ethics."
026592,PHIL,333,Philosophical Ideas in Literature,UGRD,"Prerequisite: Three credits in Philosophy, or permission of the Department. This course presents a comparative approach to philosophical ideas in literature, which may involve authors from different historical time frames, different world views, or different perspectives of a single author."
026602,PHIL,342,Political Philosophy,UGRD,"Prerequisite: Three credits in Philosophy or Political Science, or permission of the Department. This course provides analyses of important political and philosophical concepts such as globalization, nationalism, power, multiculturalism, tolerance, liberty, equality, community, economic justice, and democracy."
026605,PHIL,345,Legal Philosophy: Legal Rights and Duties,UGRD,"This course offers a philosophical study of the nature, sources, and functions of rights and duties. Attention is given to the particular rights associated with contract and property, and their abuse, to duties arising by law alone, to excuses and justifications for failure to fulfill duties, and to enforcement, punishment, and compromise."
026612,PHIL,352,Philosophy of History,UGRD,"Prerequisite: Three credits in History or Philosophy, or permission of the Department. An analysis of the nature of historical knowledge and explanation is followed by a study of classical and contemporary attempts to elucidate the meaning of history. Authors may include Augustine, Vico, Kant, Hegel, Marx, Spengler, Popper, Toynbee, Arendt."
026621,PHIL,360,Early Modern Philosophy I: 17th Century,UGRD,"Prerequisite: 12 credits in Philosophy including PHIL 260 and 261, or permission of the Department. This course is a study of central aspects of the work of Descartes, Spinoza, and Leibniz, covering metaphysical, ethical and epistemological issues."
026624,PHIL,361,Empiricism,UGRD,"Prerequisite: 12 credits in Philosophy including PHIL 260 and 261, or permission of the Department. This course is a study of central aspects of the work of Locke, Berkeley, and Hume, covering metaphysical, ethical, and epistemological issues."
026629,PHIL,364,Intermediate Epistemology,UGRD,"Prerequisite: Three credits in Philosophy, or permission of the Department. This course presents an intermediate study of major contemporary issues in the theory of knowledge, such as scepticism, nonempirical knowledge, contextualism, virtue epistemology, experimental epistemology, and debates between internalists and externalists concerning justification and knowledge."
026638,PHIL,371,Philosophy of Feminism,UGRD,"Prerequisite: PHIL 232 or 263, or permission of the Department. This course provides an introduction to some of the central issues in contemporary feminist philosophy. The key arguments in feminist epistemology, feminist ethics, and sex and gender studies are discussed from a variety of perspectives."
026643,PHIL,374,KANT & 19TH CENTURY PHILOSOPHY,UGRD,"Prerequisite: Six credits in Philosophy, or permission of the Department. This course examines Kant and some of the main currents of post-Kantian philosophy, possibly including Hegel and post-Hegelians, the romantic reaction, positivism, and pragmatism."
026651,PHIL,377,20th-Century Continental Philosophy,UGRD,"Prerequisite: Six credits in Philosophy, or permission of the Department. This course examines 20th-century French and German philosophy. Philosophers examined may include Husserl, Heidegger, Merleau-Ponty, Foucault, Derrida, and Habermas."
026661,PHIL,385,Marxism,UGRD,This course provides a critical analysis of the ideas of Marx and their modern development.
026663,PHIL,387,Existentialism,UGRD,"This course acquaints the student with the fundamentals of the existentialist movement as a philosophical perspective. Philosophers considered may include Kierkegaard, Nietzsche, Heidegger, Sartre, Merleau-Ponty, Jaspers, Marcel, and Berdyaev."
026664,PHIL,389,Epistemology and Ethics in the Digital Age,UGRD,"This course examines epistemological and ethical implications of digital technologies (e.g. surveillance, artificial intelligence, and big data) in areas such as privacy, power relations, and the generation and sharing of knowledge."
026708,PHIL,414,Advanced Topics in Logic,UGRD,Prerequisite: PHIL 214 or permission of the Department. This course presents the fundamentals of an advanced topic in logic.
026710,PHIL,416,Philosophy of Language,UGRD,Prerequisite: 12 credits in Philosophy or permission of the Department. This course is an advanced study of a central problem in recent philosophy of language.
026712,PHIL,420,Advanced Philosophy of Science,UGRD,"Prerequisite: 12 credits in Philosophy, or permission of the Department. This course explores advanced topics in the philosophy of science, such as theory change and justification, realism and anti-realism, or reductionism; or specific issues in philosophy of physics or biology, such as evolution and development."
026722,PHIL,430,Advanced Studies in Ethics,UGRD,"Prerequisite: PHIL 232 or 330, or permission of the Department. This course offers a study of one or more of the following ethical theories: deontology, utilitarianism, virtue theory, feminist ethics, care ethics, narrative ethics, contractualism, and discourse ethics, with a focus on ethical reasoning and motivation."
026729,PHIL,440,Advanced Political Philosophy,UGRD,"Prerequisite: PHIL 241 or 342, or permission of the Department. This course uses selected historical or contemporary writings in political philosophy to treat topics such as those of power, freedom, equality, distributive justice, law, and the boundaries of the political. Specific topics for this course are stated in the Undergraduate Class Schedule."
026732,PHIL,441,Philosophical Foundations of Biology,UGRD,"This course helps students critically engage biology?s philosophical foundations. Topics typically include the nature of scientific reasoning, testing, and evidence in biology; how best to discover, define, and apply biological concepts; and how to structure the aims of biology to fit our diverse and changing societies.Prerequisite:  12 credits of Philosophy courses or permission of the Department.NOTE: Students who have received credit for BIOL 421 may not take this course for credit."
026741,PHIL,463,Honours Seminar in Epistemology,UGRD,"Prerequisite: PHIL 263 or 265 or 364 or 365, and 12 credits in Philosophy, or permission of the Department. This course presents an intensive study of major contemporary issues in the theory of knowledge."
026742,PHIL,465,Honours Seminar in Metaphysics,UGRD,"Prerequisite: PHIL 263 or 265 or 364 or 365, and 12 credits in Philosophy, or permission of the Department. This course presents an intensive study of major contemporary issues in metaphysics."
026749,PHIL,471,Advanced Topics in Feminist Theory,UGRD,"Prerequisite: PHIL 371, or permission of the Department. An examination of recent issues in one of feminist ethics, epistemology or metaphysics. Subject will vary from year to year."
026752,PHIL,472,Advanced Topics in Phenomenology,UGRD,"Prerequisite: 12 credits in Philosophy, or permission of the Department. This course studies themes or topics in recent research in phenomenology, such as nature, life, place, body, mind, illness, and disability."
026756,PHIL,473,Advanced Topics in Continental Philosophy,UGRD,"Prerequisite: 12 credits in Philosophy including PHIL 374 or 377, or permission of the Department. This course focuses on a selected theme or topic within or via the texts of the tradition of continental philosophy. Example topics include language, the world, animality, social or environmental justice, the political, violence, and memory."
026757,PHIL,474,Current Research Topics in Continental Philosophy,UGRD,"Prerequisite: 12 credits in Philosophy including PHIL 374 or 377, or permission of the Department. This course examines recent research on major figures, or relations between major authors, in continental philosophy."
026759,PHIL,480,Plato,UGRD,"Prerequisite: 12 credits in Philosophy including PHIL 260 and 261, or permission of the Department. Selected themes in the major dialogues of Plato are analyzed in depth."
026760,PHIL,481,Aristotle,UGRD,"Prerequisite: 12 credits in Philosophy including PHIL 260 and 261, or permission of the Department. Selected passages from the major works of Aristotle are analyzed in depth."
026761,PHIL,483,Advanced Topics in the History of Philosophy,UGRD,"Prerequisite: 12 credits in Philosophy, or permission of the Department. This course presents an intensive study of selected topics in the history of philosophy."
026762,PHIL,485,Kant,UGRD,"Prerequisite: 12 credits in Philosophy, or permission of the Department. This course is an intensive study of Kant’s Critique of Pure Reason and related works."
026763,PHIL,486,HEGEL,UGRD,"Prerequisite: 12 credits in Philosophy, or permission of the Department. This course is an analysis of selected themes from Hegel’s works."
026764,PHIL,487,Origins of Analytic Philosophy,UGRD,"Prerequisite: 12 credits in Philosophy, or permission of the Department. This course investigates selected philosophical problems and methodologies in the late-19th- and early-20th-century traditions that developed into analytic philosophy."
026765,PHIL,488,Contemporary Analytic Philosophy,UGRD,"Prerequisite: 12 credits in Philosophy, or permission of the Department. This course focuses on figures in 20th-century analytic philosophy and/or the topics that attracted their attention."
026766,PHIL,489,Phenomenology,UGRD,"Prerequisite: 12 credits in Philosophy, or permission of the Department. This course examines classic themes, texts and methodological issues in phenomenology, typically focusing on the work of figures such as Husserl, Heidegger, and Merleau-Ponty."
026767,PHIL,490,Advanced Continental Philosophy,UGRD,"Prerequisite: 12 credits in Philosophy including PHIL 374 or 377, or permission of the Department. This course investigates selected philosophical problems and methodologies as they arose in the late-19th- and early-20th-century traditions that came to be called continental philosophy."
026774,PHIL,495,SPECIAL TOPICS IN PHILOSOPHY,UGRD,"Prerequisite: Enrolment in Honours Philosophy; 30 credits in Philosophy. With permission of the Department, an honours student may arrange a tutorial program with a faculty member culminating in a research project not exceeding 40 pages."
026775,PHIL,496,Tutorial in Philosophy,UGRD,"This is an opportunity to carry out a personal project under the supervision of a faculty member. An intensive reading program is undertaken in the student?s area of special interest. Tutorials may be arranged with any faculty member, and the student must make these arrangements and obtain written permission in advance of registration.NOTE: Students who have received credit for PHIL 497 may take this tutorial for credit provided the subject matter is different."
026802,PHIL,497,TUTORIAL IN PHILOSOPHY,UGRD,Prerequisite: Permission of the Department. See PHIL 496 for description.
026803,PHIL,497A,Tutorial in Philosphy - Wittgenstein's Philosophical Investigations,UGRD,
026863,PHIL,530,BIOTECHNOLOGY,GRAD,Please see GRAD Calendar
026865,PHIL,602,ADVANCED TOPICS IN PHIL,GRAD,Please see GRAD Calendar
026868,PHIL,606,TOPICS IN HISTORY OF PHIL,GRAD,Please see GRAD Calendar
026869,PHIL,607,Kant,GRAD,"This course studies Kant and his work in its historical context, such as the Critique of Pure Reason or other texts of Kant."
026870,PHIL,609,SEL. TOPICS/HISTORY OF PHIL,GRAD,Please see GRAD Calendar
026874,PHIL,621,VALUE THEORY,GRAD,Please see GRAD Calendar
026875,PHIL,623,ADVANCED TOPICS IN PHIL,GRAD,Please see GRAD Calendar
026882,PHIL,629,ETHIC/POLI PHIL/VALUE THEORY,GRAD,Please see GRAD Calendar
026883,PHIL,630,ADVANCED TOPICS IN PHIL,GRAD,Please see GRAD Calendar
026884,PHIL,633,SEL. TOPICS IN VALUE THEORY,GRAD,Please see GRAD Calendar
026885,PHIL,634,SELECTED TOPICS IN EPISTEMOLOGY,GRAD,Please see GRAD Calendar
026888,PHIL,640,TOPICS IN METAPHYSICS,GRAD,Please see GRAD Calendar
026890,PHIL,643,Selected Topics in Metaphysics,GRAD,Please see GRAD Calendar
026892,PHIL,650,ADVANCED TOPICS IN PHIL,GRAD,Please see GRAD Calendar
026896,PHIL,651,PHILOSOPHY OF LANGUAGE,GRAD,Please see GRAD Calendar
026897,PHIL,655,PHIL OF THE SOCIAL SCIENCES,GRAD,Please see GRAD Calendar
026901,PHIL,662,ADVANCED TOPICS IN PHIL,GRAD,Please see GRAD Calendar
026903,PHIL,663,WITTGENSTEIN,GRAD,Please see GRAD Calendar
026906,PHIL,666,STUDIES/ANALYTIC PHILOSOPHY,GRAD,Please see GRAD Calendar
026908,PHIL,668,ADVANCED TOPICS IN PHIL,GRAD,Please see GRAD Calendar
026915,PHIL,672,TUTORIAL,GRAD,Please see GRAD Calendar
026928,PHIL,672M,TUTORIAL/RATIONALITY VALUES IN SCIENCE,GRAD,Please see GRAD Calendar
026944,PHIL,676,ADVANCED TOPICS IN PHIL,GRAD,Please see GRAD Calendar
026946,PHIL,678,TOPICS IN CURRENT RESEARCH,GRAD,Please see GRAD Calendar
026950,PHIL,680,CORE SEMINAR,GRAD,Please see GRAD Calendar
037988,PHIL,658,SEL. TOPICS/CONTINENTAL PHIL,GRAD,Please see GRAD Calendar
042132,PHIL,612,ANCIENT PHILOSOPHY,GRAD,Please see GRAD Calendar
042133,PHIL,615,19TH CENTURY PHILOSOPHY,GRAD,Please see GRAD Calendar
042134,PHIL,617,Origins of Analytic Philosophy,GRAD,Please see GRAD Calendar
042138,PHIL,626,POLITICAL PHILOSOPHY,GRAD,Please see GRAD Calendar
042153,PHIL,644,PHILOSOPHY OF SCIENCE,GRAD,Please see GRAD Calendar
042154,PHIL,646,PHILOSOPHY OF LANGUAGE,GRAD,Please see GRAD Calendar
042156,PHIL,649,Phenomenology,GRAD,Please see GRAD Calendar
042177,PHIL,693,RESEARCH PAPER,GRAD,Please see GRAD Calendar
042178,PHIL,696,THESIS,GRAD,"Cognate CoursesStudents may enrol in certain courses in the Departments of Education, Political Science, and Religions and Cultures with permission of the Philosophy Graduate Program Director and the second department involved."
046967,PHIL,291,INTRO TO SPEC TOPICS IN PHIL,UGRD,Please see UGRD Calendar
046968,PHIL,292,INTRO TO SPEC TOPICS IN PHIL,UGRD,Please see UGRD Calendar
046969,PHIL,298,INTRO TOPICS IN PHIL,UGRD,Please see UGRD Calendar
046970,PHIL,299,INTRODUCTORY TOPICS IN PHIL.,UGRD,"Specific topics for these courses, and prerequisites relevant in each case, are stated in the Undergraduate Class Schedule."
046971,PHIL,398,INTERMEDIATE SPECIAL TOPICS,UGRD,Please see UGRD Calendar
046972,PHIL,399,INTERMED SPEC TOPICS IN PHIL,UGRD,"Specific topics for these courses, and prerequisites relevant in each case, are stated in the Undergraduate Class Schedule."
046973,PHIL,493,SPEC TOPICS IN PHILOSOPHY,UGRD,Please see UGRD Calendar
046974,PHIL,498,ADVANCED TOPICS IN PHIL,UGRD,Please see UGRD Calendar
046975,PHIL,499,ADVANCED TOPICS IN PHIL,UGRD,"Prerequisite: 12 credits in Philosophy, or permission of the Department. Specific topics for these courses, and prerequisites relevant in each case, are stated in the Undergraduate Class Schedule."
047279,PHIL,616,Selected Topics in the History and Philosophy of Science,GRAD,Please see Graduate Calendar
047330,PHIL,315,Intermediate Logic:  Themes and Problems,UGRD,Please see Undergraduate Calendar
048452,PHIL,652,SELECTED TOPICS IN LOGIC,GRAD,Please see GRAD Calendar.
048776,PHIL,316,Intermediate Logic,UGRD,"Prerequisite: PHIL 214. This course is intended for students who are interested in extending their knowledge of logic beyond what is taught in an introductory course. Topics may include metatheory, computability, alternative logics or modal logics."
048777,PHIL,317,Inductive and Abductive Logic,UGRD,"Prerequisite: PHIL 210 or 214, or permission of the Department. This course introduces approaches to inductive and abductive logic, such as probabilistic approaches. Topics may include classic and new problems for everyday and scientific induction, causal reasoning, the nature of evidence, and how to interpret probabilities."
048779,PHIL,482,Advanced Topics in Ancient Philosophy,UGRD,"Prerequisite: PHIL 260, 261. An in-depth study of principal figures or important topics in ancient Greek or Roman philosophy."
048845,PHIL,641,Philosophical Foundations of Biology,GRAD,"This course helps students critically engage biology’s philosophical foundations. Topics typically include the nature of scientific reasoning, testing, and evidence in biology; how best to discover, define, and apply biological concepts; and how to structure the aims of biology to fit our diverse and changing societies."
048847,PHIL,656,Selected Topics in Analytic Philosophy,GRAD,"Subject matter varies from term to term and from year to year. Students may re-register for this course provided that the course content has changed. Changes in content are indicated by the letter following the course number, e.g. PHIL 656A, PHIL 656B, etc.Note: Students who have received credit for this topic under PHIL 666 may not take this course for credit."
049239,PHIL,631,Theories of Justice,GRAD,"This course examines important philosophical contributions to debates about justice, such as distributive justice, political justice, human rights, global justice, and inter-generational justice."
049240,PHIL,614,Modern Philosophy,GRAD,"This course studies central problems of 17th- and 18th-century European philosophy, from Bacon and Galileo at the beginning of the Scientific Revolution, through continental Rationalism (e.g., Descartes and Leibniz), to Hume and the legacy of British Empiricism."
049262,PHIL,475,Contemporary Issues in Analytic Philosophy,UGRD,"Prerequisite: 12 credits in Philosophy, or permission of the Department. This course addresses work by contemporary analytic philosophers on a chosen topic."
049581,PHIL,281,Philosophy in the Islamic World,UGRD,"An introduction to philosophy in classical and modern Islamic contexts. Authors may include al-F?r?b?, ibn S?n?, ibn Tufayl, al-Ghaz?l?, and ibn Rushd (classical); Muhammad Iqbal, Rokeya Sakhawat Hosein, Amina Wadud, Kecia Ali, and Abdol Karim Soroush (modern). Topics may include cosmology, the nature of God, causation, skepticism and certainty, authority and democracy, gender and sexuality, and environmental ethics."
049582,PHIL,380,Chinese Philosophy: From Han to the 19th Century,UGRD,"This course introduces the philosophical traditions of Chinese philosophy from 202 BCE to the 19th century. It examines the development of Confucianism, Daoism, and Buddhism and discusses topics in ethics, political philosophy, metaphysics, and epistemology."
049584,PHIL,659,"Selected Topics in Metaphysics, Epistemology, or Philosophy of Science",GRAD,Subject matter varies from term to term and from year to year. Students may re-register for this course provided that the course content has changed.
046976,PHIZ,298,INTRO TOPICS IN PHILOSOPHY,UGRD,Please see UGRD Calendar
027097,PHOT,201,INTRODUCTION TO COLOUR PHOTOGRAPHY,UGRD,"An introductory-level course that covers fundamental techniques specific to colour photography including basic camera functions, film exposure, and printing."
027098,PHOT,210,Foundations in Photographic Vision Theory and Practice I,UGRD,"Prerequisite: Enrolment in the Major or Minor in Photography, or 24 credits in a specialization/major in the Faculty of Fine Arts. In this course, students investigate and examine the numerous aspects of photography’s complex history, aesthetics, and processes, as well as different camera and darkroom techniques specific to colour photography. Students learn how to control the camera, expose film properly (transparency and negative), develop good printing skills in colour, and produce a coherent body of work. They should become aware of how colour contributes to the structure and meaning of photographs. Other topics include the history of colour photography and aesthetic and conceptual issues in the work of contemporary photographers. Students are expected to work on technical exercises and produce a final portfolio which is content-driven, demonstrates technical proficiency, and expresses the individual’s artistic interest and vision."
027099,PHOT,211,Black?and?White Photography I,UGRD,"Prerequisite: PHOT 210 and ARTH 267 previously or concurrently; enrolment in the Major or Minor in Photography; or written permission of the program director. A studio course introducing the use of black and white as photographic process, parallel to colour production and practice taught in PHOT 210. Students are taught basic technical skills, film processing, darkroom techniques and printing. Students are also introduced to black-and-white photographic tradition and aesthetics. Students must produce a final portfolio that is content-driven, demonstrates technical proficiency, and expresses personal artistic interests and vision."
027102,PHOT,300,Photographic Vision: Theory and Practice II,UGRD,Prerequisite: PHOT 210 and ARTH 267 and enrolment in the Major or Minor in Photography; or written permission of the program director. The purpose of this studio course is to provide a framework within which students pursue their photographic practice at an intermediate level. Students are encouraged to explore concepts and technical components in a long-term project. They develop a photographic language which is specific to their own practice and learn from the work of other contemporary artists. The final portfolio is content-driven and expresses personal artistic vision.
027105,PHOT,311,Large Format Photography I,UGRD,"Prerequisite: PHOT 210, 211; ARTH 267; enrolment in the Major or Minor in Photography; or written permission of the program director. A studio course introducing large format photography, its techniques and application. Demonstrations cover the basics of view camera operation, light metering, sheet film exposure, development, and advanced printing. Assignments based on traditional genres encourage ease with all aspects of large format use and their personal applications."
027106,PHOT,312,Large Format Photography II,UGRD,"Prerequisite: PHOT 210, 211, 311; ARTH 267; enrolment in the Major or Minor in Photography; or written permission of the Department. A studio course directed towards the development of an individual approach to view camera photography. Various uses of advanced techniques are also discussed. Emphasis is put on the development of a coherent portfolio of prints expressing personal concerns."
027110,PHOT,331,Digital Photography I,UGRD,"Prerequisite: PHOT 210; PHOT 221 previously or concurrently; and enrolment in the Major in Photography, or written permission of the program director. An introductory studio course investigating the technical and creative aspects of digital photography. This course provides students with an understanding of the digital image and a practical application of the tools within their personal approach to photography. Students explore the production of digital photographs, emphasizing the manipulation of images with software and the preparation for different formats. Issues related to the use of digital imagery within the larger context of photography are explored."
027111,PHOT,332,Digital Photography II,UGRD,"Prerequisite: PHOT 331 and enrolment in the Major or Minor in Photography, or written permission of the Department. This advanced course expands on the basic control skills and creative aspects of digital technology by implementing personal approaches to the use of technology. Emphasis is on the creative development and advanced use of technology for the production of a portfolio."
027133,PHOT,400,Advanced Workshop in Photography,UGRD,"Prerequisite: 48 credits in the Major in Photography including PHOT 300, ARTH 359, or written permission of the program director. A studio course in which students pursue one or more extended photographic projects in black and white and/or digital. Topics related to contemporary photography are presented in a seminar fashion."
027134,PHOT,470,Professional Internship,UGRD,"Prerequisite: 48 credits in the Major in Photography and written permission of the Department. A student wishing to work in an apprentice capacity with an established photographic artist, or wishing to pursue research in photographic criticism, museum work, publication, or other related endeavours may apply for academic credit. The internship will be carried out under the joint supervision of a qualified professional (from within or without the University) and a full-time Photography faculty member. A clearly defined agreement between the Department, the student, and the artist or institution involved will be arrived at before the internship is undertaken. This agreement should state clearly the nature of the student’s participation and the hours of work expected. Projects receiving approval for the internship credits must demonstrate appreciable learning potential for the student."
027135,PHOT,471,Professional Internship I,UGRD,"Prerequisite: 48 credits in the Major in Photography and written permission of the Department. A student wishing to work in an apprentice capacity with an established photographic artist, or wishing to pursue research in photographic criticism, museum work, publication, or other related endeavours may apply for academic credit. The internship will be carried out under the joint supervision of a qualified professional (from within or without the University) and a full-time Photography faculty member. A clearly defined agreement between the Department, the student, and the artist or institution involved will be arrived at before the internship is undertaken. This agreement should state clearly the nature of the student’s participation and the hours of work expected. Projects receiving approval for the internship credits must demonstrate appreciable learning potential for the student."
027136,PHOT,472,Professional Internship II,UGRD,Prerequisite: 48 credits in the Major in Photography and written permission of the Department. Students who wish additional internships in a professional milieu may take this course.
027137,PHOT,480,Independent Study,UGRD,"Prerequisite: 48 credits completed in degree program; a 400-level PHOT course previously or concurrently; and written permission of the Department. This course provides a limited number of students the opportunity to pursue advanced studies in photography under the supervision of a full-time photography faculty member. A clearly defined written agreement between the student and the instructor involved is required before the independent study is undertaken. This agreement should clearly state the nature of the student’s research, and the scope of the project and schedule of work should be equivalent to the workload of a six-credit course. A minimum cumulative GPA of 3.5 is required before requesting permission."
027138,PHOT,481,Independent Study I,UGRD,"Prerequisite: 48 credits completed in degree program; a 400-level PHOT course previously or concurrently; and written permission of the Department. This course provides a limited number of students the opportunity to pursue advanced studies in photography under the supervision of a full-time photography faculty member. A clearly defined written agreement between the student and the instructor involved is required before the independent study is undertaken. This agreement should clearly state the nature of the student’s research, and the scope of the project and schedule of work should be equivalent to the workload of a three-credit course. A minimum cumulative GPA of 3.5 is required before requesting permission."
027157,PHOT,610,PHOTOGRAPHY I,GRAD,A studio course providing investigation into a broadly defined concept of photography. Under the supervision of a professor each student pursues independent studio practice.
027159,PHOT,611,PHOTOGRAPHY II,GRAD,A continuation of PHOT 610.
027161,PHOT,612,PHOTOGRAPHY III,GRAD,A continuation of PHOT 611.
027162,PHOT,613,PHOTOGRAPHY IV,GRAD,A continuation of PHOT 612.
042196,PHOT,482,Independent Study II,UGRD,"Prerequisite: 48 credits completed in degree program; a 400-level PHOT course previously or concurrently; and written permission of the Department. This course provides a limited number of students the opportunity to pursue advanced studies in photography under the supervision of a full-time photography faculty member. A clearly defined written agreement between the student and the instructor involved is required before the independent study is undertaken. This agreement should clearly state the nature of the student’s research, and the scope of the project and schedule of work should be equivalent to the workload of a three-credit course. A minimum cumulative GPA of 3.5 is required before requesting permission."
046977,PHOT,398,SPECIAL TOPICS IN PHOTO,UGRD,Prerequisite: Written permission of the Department. An opportunity for the study of limited and more specialized aspects of photography.
046978,PHOT,399,SPECIAL TOPICS IN PHOT,UGRD,Prerequisite: Written permission of the Department. An opportunity for the study of limited and more specialized aspects of photography.
046979,PHOT,461,SPECIAL TOPICS-PHOTOGRAPHY I,UGRD,Please see UGRD Calendar
046980,PHOT,462,SPECIAL TOPIC-PHOTOGRAPHY II,UGRD,Please see UGRD Calendar
046981,PHOT,498,SPECIAL TOPICS IN PHOTO,UGRD,Prerequisite: Written permission of the Department. A course for advanced students which provides an opportunity for the study of limited and more specialized aspects of photography.
046982,PHOT,499,SPECIAL TOPICS IN PHOTO	,UGRD,Prerequisite: Written permission of the Department. A course for advanced students which provides an opportunity for the study of limited and more specialized aspects of photography.Print Media
027198,PHYS,200,From Particles to Galaxies,UGRD,"This course covers all the major topics in physics including Galileo’s role in science, the Newtonian synthesis, optics radiation and absorption of heat, relativity, quantum mechanics, astrophysics and cosmology at a level that a non-science student can grasp. Students in this course are not required to do any mathematical problem solving."
027204,PHYS,204,Mechanics,UGRD,"Prerequisite: MATH 203 or equivalent, previously or concurrently. Kinematics, Newton’s laws of motion. Statics, dynamics. Conservation of momentum and energy. Rotational motion. Periodic motion. Lectures only."
027205,PHYS,205,Electricity and Magnetism,UGRD,"Prerequisite: MATH 203; PHYS 204 or equivalent. Electrical charge and Coulomb’s law. Electrical field and potential. Capacity, steady state, and transient currents. Electromagnetic induction and alternating currents. Lectures only."
027207,PHYS,206,Waves and Modern Physics,UGRD,"Prerequisite: PHYS 204 or equivalent. Simple harmonic motion. Wave propagation. Superposition. Stationary waves. Doppler effect. Interference. Diffraction. Photoelectric effect. Compton effect. Bohr’s atom. Radioactivity, fission, fusion. Lectures only."
027216,PHYS,224,Introductory Experimental Mechanics,UGRD,"This laboratory course covers fundamental experiments in classical mechanics. Experiments include resolution of forces, centrifugal force and conservation of energy, pendulums. Laboratory only, 10 experiments.Prerequisite: PHYS 204 previously or concurrently, or permission of the Department.NOTE: Students in programs leading to the BSc degree may not take this course for credit to be applied to their program of concentration."
027217,PHYS,225,Introductory Experimental Electricity,UGRD,"This laboratory course covers fundamental experiments in electricity. Experiments include Kirchhoffs law, resistors in series and parallel, oscilloscope, induction, alternating current. Laboratory only, 10 experiments.Prerequisite: PHYS 205 previously or concurrently, or permission of the Department.NOTE: Students in programs leading to the BSc degree may not take this course for credit to be applied to their program of concentration."
